"image-wrapper href","lazyloaded src","product-discount","d-flex href 2","col-12","col-12 href","col-12 2","product-price-not-discounted","product-price","w-100 href","d-none","lazyloading src","out-of-stock"
"https://www.cnc-marketi.com/urun/m14x2-0-sag-dis-mafsal-disi-phs-14a","https://cncmarketi.tsoftstatic.com/urunm14x2-0-sag-dis-mafsal-disi-phs-14a-10009-89-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/890/c642c6f6b093a8af8bf066fb7837a15ca1ab407ce41005d179c20f2b57535f4db1d8fc194bda8f80aa1b671f86183847","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M14X2.0 SAĞ DİŞ MAFSAL (DİŞİ) PHS 14A","151,89","83,20","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m14x2-0-sol-dis-mafsal-erkek-pos-14la","https://cncmarketi.tsoftstatic.com/urunm14x2-0-sol-dis-mafsal-erkek-pos-14la-10010-89-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/891/5f651ffbd758aa863fde5574d947b43ca68a9f0a7536b00d11c8764751678bc27f15f991ea401e3fbd70c75ae481593a","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M14X2.0 SOL DİŞ MAFSAL ( ERKEK ) POS 14LA","151,89","83,20","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m14x2-0-sol-dis-mafsal-disi-phs-14la","https://cncmarketi.tsoftstatic.com/urunm14x2-0-sol-dis-mafsal-disi-phs-14la-10011-89-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/892/d08098a85b7e19e045b6a955b6a8671a8620b4cce516f4c2a9eff9b2a46cc6cda9493b9a4c104afb60fc1bff68d52184","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M14X2.0 SOL DİŞ MAFSAL (DİŞİ) PHS 14LA","186,62","101,87","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m16x2-0-sag-dis-dana-gozu-mafsal-kafa-erkek-pos-16a","https://cncmarketi.tsoftstatic.com/urunm16x2-0-sag-dis-dana-gozu-mafsal-kafa-erkek-pos-16a-10012-89-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/893/dd02e74add59d4f63c80b11bd6357c3b0be76d99b28c3cc9f946a01453c84cd62475ef11c374deb9c8ca64a6a0c63956","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M16X2.0 SAĞ Diş Dana Gözü Mafsal Kafa ( ERKEK )POS 16A","175,74","96,42","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m16x2-0-sag-dis-dana-gozu-mafsal-kafa-disi-phs-16a","https://cncmarketi.tsoftstatic.com/urunm16x2-0-sag-dis-dana-gozu-mafsal-kafa-disi-phs-16a-10013-89-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/894/f16fa380e92e2ec9200f3463e5d085276e28e318db23439ae397ce4a90d8d3e48baef4ae95816c4822e638efe63e1109","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M16X2.0 SAĞ Diş Dana Gözü Mafsal Kafa (DİŞİ)PHS 16A","175,74","96,42","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m16x2-0-sol-dis-dana-gozu-mafsal-kafa-erkek-pos-16la","https://cncmarketi.tsoftstatic.com/urunm16x2-0-sol-dis-dana-gozu-mafsal-kafa-erkek-pos-16la-10014-89-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/895/aaf0e9a5302a2ed0d91367010deda85046d59393bafc00878a8d152955eb7992926881fb4016311a78199b182c81b595","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M16X2.0 SOL Diş Dana Gözü Mafsal Kafa ( ERKEK )POS 16LA","175,74","96,42","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m16x2-0-sol-dis-dana-gozu-mafsal-kafa-disi-phs-16la","https://cncmarketi.tsoftstatic.com/urunm16x2-0-sol-dis-dana-gozu-mafsal-kafa-disi-phs-16la-10015-89-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/896/dfbb96a127511a89e0d97fbbca969d66997d5432a6317ae09e35593fb92397c9bf0a2b1f5532d597959051257fc46a8d","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M16X2.0 SOL Diş Dana Gözü Mafsal Kafa (DİŞİ)PHS 16LA","175,74","96,42","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m18x1-5-sol-dis-mafsal-disi-phs-18la","https://cncmarketi.tsoftstatic.com/urunm18x1-5-sol-dis-mafsal-disi-phs-18la-10016-89-O.jpg","46","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/897/be206228502a74d1ef2881b457aa588649ccf61385348886dc62e842731f04f1c12e1ade12cc32f30280bcd144d17dfd","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M18X1.5 SOL DİŞ MAFSAL ( DİŞİ ) PHS 18LA","362,88","194,40","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m18x1-5-sag-dis-mafsal-disi-phs-18a","https://cncmarketi.tsoftstatic.com/urunm18x1-5-sag-dis-mafsal-disi-phs-18a-10018-89-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/899/024126e4689f9af6e370b9d401674ce135c604ac4ea350213d2e3317eb3a53e0f186e2d060df9f2f0f04aff797932208","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M18X1.5 SAĞ DİŞ MAFSAL (DİŞİ) PHS 18A","270,60","148,52","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m18x1-5-sol-dis-mafsal-erkek-pos-18la","https://cncmarketi.tsoftstatic.com/urunm18x1-5-sol-dis-mafsal-erkek-pos-18la-10019-90-O.jpg","33","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/900/40d5c53cab229a0b671260bc9f124560d2e181d83a31831aae47320ef819ca0457416e58bef6b1eeb32e102d0ff54571","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M18X1.5 SOL DİŞ MAFSAL ( ERKEK ) POS 18LA","362,88","243,39","javascript:void(0);","Sepete Ekle","",""
